session,target,contrast_modulation,amplitude,presence,response_presence,reaction_time
1,3,0,2.31,0,1,0.8866
1,3,0,2.31,1,1,0.5962
1,3,0,2.31,1,0,0.8298
1,3,0,2.31,1,0,0.8312
1,3,0,2.31,0,0,0.4765
1,3,0,2.31,1,1,0.4704
1,3,0,2.31,1,1,0.824
1,3,0,2.31,1,1,0.5493
1,3,0,2.31,1,1,0.9912
1,3,0,2.31,0,0,0.6407
1,3,0,2.31,1,1,0.6227
1,3,0,2.31,0,1,1.0
1,3,0,2.31,1,0,0.6813
1,3,0,2.31,0,0,1.0
1,3,0,2.31,0,0,0.7365
1,3,0,2.31,1,0,0.6822
1,3,0,2.31,1,1,0.4116
1,3,0,2.31,0,1,0.0
1,3,0,2.31,0,1,0.5471
1,3,0,2.31,0,0,0.5646
1,3,0,2.31,0,1,0.774
1,3,0,2.31,0,0,0.6196
1,3,0,2.31,0,1,0.9892
1,3,0,2.31,1,1,0.6863
1,3,0,2.31,1,0,0.5324
1,3,0,2.31,0,0,0.6299
1,4,0,1.155,1,0,0.6069
1,4,0,1.155,1,0,0.5891
1,4,0,1.155,1,0,0.7261
1,4,0,1.155,1,1,0.5838
1,4,0,1.155,1,0,0.677
1,4,0,1.155,0,1,0.5593
1,4,0,1.155,1,1,0.7359
1,4,0,1.155,1,1,0.5417
1,4,0,1.155,1,0,0.5189
1,4,0,1.155,0,1,0.5208
1,4,0,1.155,0,1,0.4545
1,4,0,1.155,1,1,0.4801
1,4,0,1.155,0,0,0.4979
1,4,0,1.155,1,1,0.4324
1,4,0,1.155,0,1,0.3927
1,4,0,1.155,1,0,0.6346
1,4,0,1.155,0,1,0.6971
1,4,0,1.155,1,1,0.5775
1,4,0,1.155,0,0,0.5147
1,4,0,1.155,0,0,0.5809
1,4,0,1.155,0,0,0.5731
1,4,0,1.155,0,0,0.6758
1,4,0,1.155,0,1,0.4695
1,4,0,1.155,1,0,0.5029
1,4,0,1.155,0,0,0.5406
1,4,0,1.155,0,0,0.9905
1,4,0,1.155,1,1,0.5594
1,4,0,1.155,0,0,0.6559
1,4,0,1.155,0,1,0.5508
1,4,0,1.155,1,0,0.3764
1,4,1,0.77,0,0,0.4491
1,4,1,0.77,0,0,0.5733
1,4,1,0.77,0,1,0.703
1,4,1,0.77,0,0,0.5045
1,4,1,0.77,1,0,0.4742
1,4,1,0.77,0,1,0.7279
1,4,1,0.77,1,1,0.6732
1,4,1,0.77,1,1,0.5149
1,4,1,0.77,1,1,0.6417
1,4,1,0.77,0,1,0.65
1,4,1,0.77,0,1,0.6354
1,4,1,0.77,1,1,0.6175
1,4,1,0.77,1,0,0.4827
1,4,1,0.77,0,0,0.4841
1,4,1,0.77,0,0,0.5797
1,4,1,0.77,1,0,0.9234
1,4,1,0.77,1,0,0.4769
1,4,1,0.77,1,1,0.4923
1,4,1,0.77,1,1,0.5641
1,4,1,0.77,0,0,0.4603
1,4,1,0.77,0,1,0.9552
1,4,1,0.77,0,1,0.4651
1,4,1,0.77,0,0,0.4546
1,4,1,0.77,1,0,0.552
1,4,1,0.77,0,0,0.6175
1,4,1,0.77,0,0,0.6487
1,4,1,0.77,1,1,0.5287
1,4,1,0.77,1,1,0.4984
1,4,1,0.77,1,0,0.584
1,4,1,0.77,1,1,0.4256
1,4,1,0.77,0,1,0.6861
1,4,1,0.77,0,0,0.4433
1,4,1,0.77,1,1,0.4819
1,4,1,0.77,1,1,0.6914
1,4,1,0.77,0,0,0.4048
1,4,1,0.77,0,0,0.4106
1,4,1,0.77,0,0,0.9082
1,4,1,0.77,1,1,0.7975
1,4,1,0.77,0,1,0.4514
1,4,1,0.77,1,1,0.5169
1,4,1,0.77,1,1,0.8862
1,4,1,0.77,1,0,0.7241
1,4,1,0.77,0,1,0.5254
1,4,1,0.77,0,1,0.8789
1,4,1,0.77,1,0,0.5569
1,4,1,0.77,1,0,0.774
1,4,1,0.77,0,0,0.5357
1,4,1,0.77,0,1,0.6457
1,4,1,0.77,0,1,0.5588
1,4,1,0.77,1,0,0.6931
1,4,1,0.77,1,0,1.0
1,4,1,0.77,1,0,0.9551
1,4,1,0.77,0,0,0.5934
1,4,1,0.77,0,0,0.979
1,4,1,0.77,0,1,0.612
1,4,1,0.77,1,1,0.6341
1,4,1,0.77,0,0,0.6034
1,4,1,0.77,1,1,0.6369
1,4,1,0.77,1,1,0.6747
1,4,1,0.77,1,0,0.9803
1,4,0,1.155,0,0,0.6408
1,4,0,1.155,1,0,0.428
1,4,0,1.155,1,0,0.7494
1,4,0,1.155,1,1,0.4943
1,4,0,1.155,0,1,0.5326
1,4,0,1.155,0,0,0.6302
1,4,0,1.155,1,0,0.919
1,4,0,1.155,1,1,0.853
1,4,0,1.155,0,1,0.8629
1,4,0,1.155,1,1,0.5602
1,4,0,1.155,1,1,0.47
1,4,0,1.155,0,0,0.5196
1,4,0,1.155,0,1,0.4409
1,4,0,1.155,1,0,0.5267
1,4,0,1.155,0,0,0.4641
1,4,0,1.155,1,1,0.4974
